qid,pred,gold,em,f1,inference_duration (s),inference_energy_consumed (kWh),inference_emissions (kg),retrieval_duration,retrieval_energy,retrieval_emissions
2320,"### Instruction:
Answer using the context.

### Context:
Olive Gilbert. Agnes von Hohenstaufen. Zauvijek volim te. Thaïs (opera). Te Siento. Renée Fleming. Euryanthe. Sweetwater (band).
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Euryanthe,0,0.086956522,1.6113638,0.000438625,0.000128789,0.0170994,4.64E-06,1.36E-06
2321,"### Instruction:
Answer using the context.

### Context:
2016 FA Community Shield. 2010 FA Community Shield. 2011 FA Community Shield. 2005 FA Community Shield. 2006 FA Community Shield. 2002 FA Community Shield. 2009 FA Community Shield. 2015 FA Community Shield. 2013 FA Community Shield. 2003 FA Community Shield. 2012 FA Community Shield. 2011 FA Community Shield. 2012 FA Community Shield. 2011 FA Community Shield. 2010 FA Community Shield. 2009 FA Community Shield. 2009 FA Community Shield. 2008 FA Community Shield. 2007 FA Community Shield. 2006 FA Community Shield. 2007 FA Community Shield. 2006 FA Community Shield. 2005 FA Community",Nani,0,0,1.6113638,0.000438625,0.000128789,0.0424569,1.15E-05,3.39E-06
2322,"### Instruction:
Answer using the context.

### Context:
NaGISA. Ur-Hamlet. Induction (play). The Spanish Tragedy. Edward White (printer). Bel-imperia. University Wits. Edward III (play). Revenge tragedy. Thomas KydNaGISA. Ur-Hamlet. Induction (play). The Spanish Tragedy. Edward White (printer). Bel-imperia. University Wits. Edward III (play). Revenge tragedy. Thomas KydNaGISA. Ur-Hamlet. Induction (play). The Spanish Tragedy. Edward",Edward III,0,0.08,1.6113638,0.000438625,0.000128789,0.0259932,7.05E-06,2.07E-06
2323,"### Instruction:
Answer using the context.

### Context:
Cathryn Sullivan. Natural Pawz. No Kinda Dancer. The Visitors (American punk band). KLST. Craig Marshall. National Association of Marine Surveyors. Hamilton Paul Traub. Vetro Energy. CodeLaunchCathryn Sullivan is a member of the National Association of Marine Surveyors.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Stage Stores,0,0,1.6113638,0.000438625,0.000128789,0.0359951,9.78E-06,2.87E-06
2324,"### Instruction:
Answer using the context.

### Context:
Philippe de Rémi (died 1296). Philip de Thaun. Philippe de Rémi (died 1265). The Love Game. Incorrigible (film). Julia Piaton. Nizier Anthelme Philippe de Thaun.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Serial,0,0,1.6113638,0.000438625,0.000128789,0.0325035,8.83E-06,2.59E-06
2325,"### Instruction:
Answer using the context.

### Context:
Wesley Englehorn. Bernie Crimmins. Jud Timm. Jack Crangle. Burt Ingwersen. Chuck Heater. Jim Jeffcoat. John Mason (American football). Ronnie Courtney. Mike BrumbelowWesley Theodore. John Mason. John Mason. John Mason. John Mason. John Mason. John Mason. John Mason. John Mason. John Mason. John Mason. John Mason. John Mason. John Mason. John Mason. John Mason. John Mason. John Mason. John Mason. John Mason. John Mason. John Mason.",five months,0,0,1.6113638,0.000438625,0.000128789,0.0670257,1.82E-05,5.35E-06
2326,"### Instruction:
Answer using the context.

### Context:
Polish Army Medal. Bro Morgannwg NHS Trust. Afanasij Poliszczuk. Plutonowy. Elżbieta Zawacka. Zygmunt Berling. Kordian Józ.
Polish Army Medal.
Polish Army Medal.
Polish Army Medal.
Polish Army Medal.
Polish Army Medal.
Polish Army Medal.
Polish Army Medal.
Polish Army Medal.
Polish Army Medal.
Polish Army Medal.
Pol",Wojtek,0,0,1.6113638,0.000438625,0.000128789,0.0367174,9.98E-06,2.93E-06
2327,"### Instruction:
Answer using the context.

### Context:
Gilbertsville, Kentucky. Ogren Park at Allegiance Field. 2008 Rolex Sports Car Series. Sue Bierman Park. SeaWorld Ohio. Luminosity — Ignite the Night!. Felix Tiu. Wet 'n Wild (2012). The World of the Dog. The World of the Dog. The World of the Dog. The World of the Dog. The World of the Dog. The World of the Dog. The World of the Dog. The World of the Dog. The World of the Dog. The World of the Dog. The World",Krakatau,0,0,1.6113638,0.000438625,0.000128789,0.117648,3.20E-05,9.40E-06
2328,"### Instruction:
Answer using the context.

### Context:
Staunton chess set. United States Chess League. International Braille Chess Association. Aeroplane Chess. Chess City. Sergei Shipov. Professional Rapid Online Chess League. Chess in Armenia. Belize National Youth Chess Foundation. ChessMachineTheWorld.com.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Chess,0,0.054054054,1.6113638,0.000438625,0.000128789,0.025361,6.88E-06,2.02E-06
2329,"### Instruction:
Answer using the context.

### Context:
Running Wild with Bear Grylls. Survive This (season 2). How to Survive. The Island (U.S. TV series). Survive This (season 1). Survive This. Eugene Porter. Cody Lundin. The Island with Bear Grylls. Survive This (season 2). Survive This. Eugene Porter. Cody Lundin. The Island with Bear Grylls. Survive This (season 2). Survive This. Eugene Porter. Cody Lundin. The Island with Bear Grylls. Survive This (season 2). Survive This. Eugene Porter. Cody",Northern Ireland,0,0,1.6113638,0.000438625,0.000128789,0.0261612,7.10E-06,2.09E-06
2330,"### Instruction:
Answer using the context.

### Context:
Sanati Kaveh Tehran F.C.. Deportes Iberia. S.L. Benfica Juniors. ASV De Dijk. Shahrdari Bushehr F.C.. Atlético Granadilla Juniors. ASV De Dijk. Shahrdari Bushehr F.C.. Atlético Granadilla Juniors. ASV De Dijk. Shahrdari Bushehr F.C.. Atlético Granadilla Juniors. ASV De Dijk. Shahrdari Bushe",Estadio de López Cortázar,0,0.04,1.6113638,0.000438625,0.000128789,0.142803,3.89E-05,1.14E-05
2331,"### Instruction:
Answer using the context.

### Context:
Oh, What a Beautiful Mornin'. Cinderella (2013 Broadway production). Oscar Hammerstein Award. Cinderella (musical). Carousel (musical). Rodgers and Hammerstein. Flower Drum Song. Cinderella (2013 cast album). South Pacific (musical).
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Tony Award,0,0.057142857,1.6113638,0.000438625,0.000128789,0.0659818,1.79E-05,5.27E-06
2332,"### Instruction:
Answer using the context.

### Context:
Pretzel Amusement Ride Company. Mack Rides. Anton Schwarzkopf. D. H. Morgan Manufacturing. Charles I. D. Looff. List of roller coaster rankings. Giovanola. Luna Park, Scranton, PA.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",TOGO company,0,0.060606061,1.6113638,0.000438625,0.000128789,0.0455895,1.24E-05,3.64E-06
2333,"### Instruction:
Answer using the context.

### Context:
Corey Wagner. Darren Crocker. 1975 VFL Grand Final. Sel Murray. Cameron Pedersen. Aaron Black (footballer, born 1990). Ian Brayshaw. 1996 AFL Grand Final. Ryan Clarke (Australian footballer). Arden Street.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Mark Andrew Brayshaw,0,0.054054054,1.6113638,0.000438625,0.000128789,0.1014943,2.76E-05,8.11E-06
2334,"### Instruction:
Answer using the context.

### Context:
Sunset Strip. Tiffany Theater. Sunset Strip (2012 film). Riot on Sunset Strip. Musicfilmweb. Pilot (Studio 60 on the Sunset Strip). Mayor of the Sunset Strip. Pandora's Box (nightclub). Jimmy O'Neill (Studio 60 on the Sunset Strip).
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",no,0,0,1.6113638,0.000438625,0.000128789,0.0267069,7.25E-06,2.13E-06
2335,"### Instruction:
Answer using the context.

### Context:
Danish Ice Hockey Union. Denmark women's national ice hockey team. Martin Karlsson. Sweden women's national ice hockey team. Denmark men's national ice hockey team. Rejseholdet. Denmark national badminton team. Mads Mikkelsen. Denmark women's national ice hockey team.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Denmark men's national ice hockey,0,0.212765957,1.6113638,0.000438625,0.000128789,0.0474899,1.29E-05,3.79E-06
2336,"### Instruction:
Answer using the context.

### Context:
Edinburgh Castle. Ardencaple Castle. Kinloch Castle. Crail Castle. Tilquhillie Castle. Castle Semple. Loch Leven Castle. Hatton Castle, Angus. Spook Squad. Balloch CastleEdinburgh. Castle Semple. Loch Leven Castle. Hatton Castle. Hatton Castle. Hatton Castle. Hatton Castle. Hatton Castle. Hatton Castle. Hatton Castle. Hatton Castle. Hatton Castle. Hatton Castle. Hatton Castle. Hatton Castle. Hatton Castle. Hatton","Aberdeenshire, Scotland",0,0,1.6113638,0.000438625,0.000128789,0.014327,3.88E-06,1.14E-06
2337,"### Instruction:
Answer using the context.

### Context:
Nagpur East (Vidhan Sabha constituency). Kasba Peth (Vidhan Sabha constituency). Dindoshi (Vidhan Sabha constituency). Vikhroli (Vidhan Sabha constituency). Maval (Vidhan Sabha constituency).
### Context:
Nagpur East (Vidhan Sabha constituency). Dindoshi (Vidhan Sabha constituency). Dindoshi (Vidhan Sabha constituency). Dindoshi (Vidhan Sabha constituency).
### Context:
Nagpur East (Vidhan Sabha constituency",fourth,0,0,1.6113638,0.000438625,0.000128789,0.0374096,1.02E-05,2.98E-06
2338,"### Instruction:
Answer using the context.

### Context:
The Touchables (film). Performance (soundtrack). White of the Eye (film). China Kong. Performance (film). Cinema of Pakistan. Demon Seed. Justin David Swibel. Tulu cinema. Wild Side (1995 film)The Touchables (film). China Kong. Performance (film). China Kong. Performance (film). China Kong. Performance (film). China Kong. Performance (film). China Kong. Performance (film). China Kong. Performance (film). China Kong. Performance (film). China Kong. Performance (film). China Kong. Performance",Justin David Swibel,0,0.084507042,1.6113638,0.000438625,0.000128789,0.053928,1.47E-05,4.30E-06
2339,"### Instruction:
Answer using the context.

### Context:
Cyclophiops. Okinawa diet. Qixingyan (Taiwan). Kadsura japonica. Mudan incident (1871). Japanese invasion of Taiwan (1874). Ryukyu arc. 1998 Ryukyu Islands (Taiwan). Okinawa. Okinawa. Okinawa. Okinawa. Okinawa. Okinawa. Okinawa. Okinawa. Okinawa. Okinawa. Okinawa. Okinawa. Okinawa. Okinawa. Okinawa. Okinawa. Okinawa. Okinawa. Okinawa. Okinawa. Okinawa. Okinawa. Okinawa. Okinawa. Okinawa. Okinawa. Okinawa. Okinawa. Okinawa. Okinawa.",Ryukyuan people,0,0,1.6113638,0.000438625,0.000128789,0.0273227,7.42E-06,2.18E-06
2340,"### Instruction:
Answer using the context.

### Context:
A Darker Domain. End in Tears. Anthony Gilbert (author). Adam and Eve and Pinch Me (Rendell novel). Going Wrong. The Rottweiler. The Devil's Feather. Jeff Stanzler. Anthony Berkeley Cox. The Devil's Feather.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Minette Walters,0,0,1.6113638,0.000438625,0.000128789,0.1257982,3.42E-05,1.00E-05
2341,"### Instruction:
Answer using the context.

### Context:
Mount Gambier railway station. Tallebudgera, Queensland. 2006 FFSA Super League. Frewville, South Australia. Mount Barker Junction railway station. Whyalla railway station. Glenunga, South Australia. Collina, Australia. 2008 FFSA Super League. Frewville, South Australia. 2008 FFSA Super League. Frewville, South Australia. 2008 FFSA Super League. Frewville, South Australia. 2008 FFSA Super League. Frewville, South Australia. 2008 FFSA Super League. Frewville,",Adelaide,0,0,1.6113638,0.000438625,0.000128789,0.0419444,1.14E-05,3.35E-06
2342,"### Instruction:
Answer using the context.

### Context:
American Hi-Fi. Nick Valensi. Fall Out Boy. Scott Ian. FVK (band). Stars in Stereo. 4 Tune Kookies. Sum 41. Turkish tango music. As Cruel as School ChildrenAmerican Hi-Fi. Nick Valensi. Fall Out Boy. Scott Ian. FVK (band). Stars in Stereo. 4 Tune Kookies. Sum 41. Turkish tango music. As Cruel as School ChildrenAmerican Hi-Fi. Nick Valensi. Fall Out Boy. Scott Ian. FVK (band",Chicago,0,0,1.6113638,0.000438625,0.000128789,0.1368628,3.72E-05,1.09E-05
2343,"### Instruction:
Answer using the context.

### Context:
Amka. Aulacodes templalis. Aulacodes peribocalis. Aulacodes traversalis. Hekmat. Yemen. Tunisian UAVs. Media of Lebanon. American-Arab Anti-Discrimination.
### Context:
Amka. Aulacodes templalis. Aulacodes peribocalis. Aulacodes traversalis. Hekmat. Yemen. Tunisian UAVs. Media of Lebanon. American-Arab Anti-Discrimination.
### Context:
Am",Aden,0,0,1.6113638,0.000438625,0.000128789,0.0355464,9.66E-06,2.84E-06
2344,"### Instruction:
Answer using the context.

### Context:
Hawaii State Legislature. Alaska Legislature. Imhoff tank. Hawaii Senate. Hawaii State Capitol. Maryland General Assembly. Oregon Territorial Legislature. Suzanne Chun Oakland. Quebec Legislature. Ross WinansThe Hawaii State Legislature is the state legislature of the U.S. Senate. The Legislature is the state legislature of the U.S. Senate. The Legislature is the state legislature of the U.S. Senate. The Legislature is the state legislature of the U.S. Senate. The Legislature is the state legislature of the U.S. Senate. The Legislature is",lower chamber,0,0,1.6113638,0.000438625,0.000128789,0.0483158,1.31E-05,3.86E-06
2345,"### Instruction:
Answer using the context.

### Context:
Pascal Trottier. John Wick: Chapter 2. Sean McNamara (Nip/Tuck). Witchcraft IX: Bitter Flesh. Event Horizon (film). Joely Richardson. Julia McNamara. Quicksilver Highway. Listening to the music.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Paul W. S. Anderson,0,0,1.6113638,0.000438625,0.000128789,0.0838335,2.28E-05,6.69E-06
2346,"### Instruction:
Answer using the context.

### Context:
Tough Enough (2006 film). Krabat (film). The Life of Emile Zola. Andreas Trautmann. Matthias Koeberlin. War Horse (film). Same Same but Different. Trautmann (film). Same but Different. Trautmann (film). Same but Different. Trautmann (film). Same but Different. Trautmann (film). Same but Different. Trautmann (film). Same but Different. Trautmann (film). Same but Different. Trautmann (film). Same but Different.",goalkeeper,0,0,1.6113638,0.000438625,0.000128789,0.0804084,2.19E-05,6.42E-06
2347,"### Instruction:
Answer using the context.

### Context:
Pre's Trail. Gurnee School District 56. The Settlers IV. 2003 SCCA ProRally season. Jones Falls Trail. Bell Mountain Wilderness. Nathan F. Cobb. Monkman Pass. M-1 (Michigan highway).
###
The Trail. Gurnee School District 56. The Settlers IV. 2003 SCCA ProRally season. Jones Falls Trail. Bell Mountain Wilderness. Nathan F. Cobb. Monkman Pass. M-1 (Michigan highway).
###
The Trail. Gurnee School District 56.",in an automobile accident,0,0,1.6113638,0.000438625,0.000128789,0.1374524,3.74E-05,1.10E-05
2348,"### Instruction:
Answer using the context.

### Context:
Restless Nights (Karla Bonoff album). Karla Bonoff. Karla Bonoff (album). All My Life (Linda Ronstadt song). Paul Kelly (U.S. musician). Mike Botts. Wild Heart of the Heart (Linda Ronstadt song).
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Naomi,0,0,1.6113638,0.000438625,0.000128789,0.1127135,3.07E-05,9.00E-06
2349,"### Instruction:
Answer using the context.

### Context:
Dustin Hoffman filmography. Angelina Jolie filmography. Lookin' to Get Out. American Wrestler: The Wizard. James Haven. Fearless Frank. Barry Voight. Coming Home (1978 film). Midnight Cowboy. Angelina Jolie filmography. The Wizard. James Haven. Fearless Frank. Barry Voight. Coming Home (1978 film). Midnight Cowboy. Angelina Jolie filmography. The Wizard. James Haven. Fearless Frank. Barry Voight. Coming Home (1978 film). Midnight Cowboy. Angelina Jolie filmography",Terry the Tomboy,0,0,1.6113638,0.000438625,0.000128789,0.0597383,1.62E-05,4.77E-06
2350,"### Instruction:
Answer using the context.

### Context:
Mustafa Kemal Atatürk (Anahtar). Gazi Mustafa Kemal Boulevard, Ankara. Atatürk Museum, Şişli. Mersin Atatürk Museum. Timeline of Mustafa Kemal Boulevard, Ankara.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",museum,0,0.074074074,1.6113638,0.000438625,0.000128789,0.1088865,2.96E-05,8.70E-06
2351,"### Instruction:
Answer using the context.

### Context:
Unglassed Windows Cast a Terrible Reflection. Arabic Numeral Series. Stan Brakhage. Scenes from Under Childhood. Cat's Cradle (film). Stan Brakhage filmography. Jane Wodening. Songs (Stan Brakhage filmography).
### Context:
Unglassed Windows Cast a Terrible Reflection. Arabic Numeral Series. Stan Brakhage filmography. Jane Wodening. Songs (Stan Brakhage filmography).
### Context:
Unglassed Windows Cast a Terrible Ref",James Stanley Brakhage,0,0.034482759,1.6113638,0.000438625,0.000128789,0.0188414,5.11E-06,1.50E-06
